transaction_id,user_id,timestamp,amount,mcc,country,home_country,hour,day_of_week,is_card_present,credit_limit,avg_user_spend,is_anomaly,anomaly_type,log_amount,amount_to_avg_ratio,amount_to_limit_ratio,is_foreign,hour_bin,is_weekend,mcc_risk_score,velocity_1h
TXN_0061062,233,2023-08-26 20:37:00,7.96,7922,DE,DE,20,5,0,20000,15.27643059000768,0,normal,2.192770226986839,0.5210640949164227,0.0003979999999801,0,3,1,0.2,1
TXN_0748112,168,2023-10-11 08:35:00,30.45,5411,CH,CH,8,2,1,2000,29.88241806224458,0,normal,3.4483989831464497,1.018993808251372,0.0152249999923874,0,1,0,0.1,1
TXN_0390720,96,2023-04-15 21:29:00,122.64,5734,DE,DE,21,5,0,5000,93.64560066247348,0,normal,4.817374117263916,1.3096183677908435,0.0245279999950943,0,3,1,0.5,1
TXN_0373724,339,2023-02-26 10:21:00,27.52,5944,US,US,10,6,1,1000,48.495086108466815,0,normal,3.3506055955460954,0.5674801642988543,0.02751999997248,0,1,1,0.7,1
TXN_0885616,320,2023-09-02 09:15:00,20.02,6011,AT,AT,9,5,0,5000,10.67428933842744,0,normal,3.045474365448805,1.875534519416997,0.0040039999991991,0,1,1,0.6,1
TXN_0809624,170,2023-07-27 16:44:00,79.75,5734,CH,CH,16,3,1,20000,83.97599647220788,0,normal,4.391357962102766,0.9496761265192892,0.0039874999998006,0,2,0,0.5,1
TXN_0945601,229,2023-07-24 16:23:00,19.93,5812,DE,DE,16,0,0,10000,33.450740392206505,0,normal,3.0411835364579085,0.5958014432721476,0.0019929999998006,0,2,0,0.1,1
TXN_0572375,230,2023-04-24 20:38:00,32.09,6011,GB,GB,20,0,0,2000,48.371070118139386,0,normal,3.499231121933521,0.6634130536746807,0.0160449999919775,0,3,0,0.6,1
TXN_0037123,88,2023-10-16 05:00:00,78.79,5812,UA,DE,5,0,0,2000,84.38301333666921,1,geographic,4.379398183320189,0.9337187183862106,0.0393949999803025,1,0,0,0.1,1
TXN_0193736,332,2023-08-08 19:10:00,24.0,5999,US,US,19,1,1,10000,19.48998985202454,0,normal,3.218875824868201,1.2314012962970158,0.00239999999976,0,3,0,0.4,1
TXN_0215480,136,2023-02-09 12:24:00,33.87,6011,US,US,12,3,1,10000,96.03426572119976,0,normal,3.5516268606875596,0.3526866102734882,0.0033869999996613,0,2,0,0.6,1
TXN_0393918,94,2023-09-12 11:53:00,87.07,7922,NL,NL,11,1,1,1000,73.7284306152679,0,normal,4.478131952817368,1.1809555430983736,0.0870699999129299,0,1,0,0.2,1
TXN_0636434,371,2023-10-01 11:09:00,59.59,5999,GB,GB,11,6,1,10000,58.945803636165834,0,normal,4.104129862956897,1.010928604127306,0.0059589999994041,0,1,1,0.4,1
TXN_0309226,487,2023-01-19 18:32:00,28.35,5812,NL,NL,18,3,0,20000,27.63280972310132,0,normal,3.3792925462741055,1.0259542644461823,0.0014174999999291,0,3,0,0.1,1
TXN_0747457,122,2023-05-14 09:24:00,26.68,5999,CH,CH,9,6,1,20000,23.058401980846664,0,normal,3.3207101307494686,1.1570619189091973,0.0013339999999333,0,1,1,0.4,1
TXN_0669606,241,2023-09-30 19:44:00,15.66,7922,DE,DE,19,5,1,1000,16.44360983241224,0,normal,2.8130106367386967,0.952345574193008,0.01565999998434,0,3,1,0.2,1
TXN_0297060,133,2023-06-11 16:47:00,44.82,7922,DE,DE,16,6,0,10000,40.68119688844669,0,normal,3.8247206770253497,1.1017374690613206,0.0044819999995518,0,2,1,0.2,1
TXN_0151871,43,2023-10-06 09:46:00,104.97,5999,GB,GB,9,4,1,1000,62.01439590588832,0,normal,4.663156035186745,1.6926714640037563,0.10496999989503,0,1,0,0.4,1
TXN_0392133,127,2023-08-07 09:16:00,32.22,4722,NL,NL,9,0,1,2000,45.07167064428146,0,normal,3.503152104185149,0.7148614378958354,0.0161099999919449,0,1,0,0.3,1
TXN_0225181,117,2023-12-18 12:03:00,4.25,5812,US,US,12,0,0,5000,9.424855608634182,0,normal,1.6582280766035324,0.4509352424636936,0.00084999999983,0,2,0,0.1,1
TXN_0444708,424,2023-05-27 11:14:00,41.11,5411,GB,GB,11,5,1,10000,64.49444538920858,0,normal,3.740285242173836,0.6374192244695144,0.0041109999995889,0,1,1,0.1,1
TXN_0090715,48,2023-12-04 19:22:00,95.0,5912,DE,DE,19,0,1,20000,139.13221587897604,0,normal,4.564348191467836,0.6828037540912297,0.0047499999997625,0,3,0,0.1,1
TXN_0069074,367,2023-06-05 11:59:00,165.37,5734,FR,FR,11,0,1,20000,82.6821083463744,0,normal,5.1142142236716515,2.0000699221064497,0.0082684999995865,0,1,0,0.5,1
TXN_0873887,370,2023-05-13 09:36:00,166.5,5541,FR,FR,9,5,1,1000,71.95653256491569,0,normal,5.120983351265121,2.313896900686465,0.1664999998335,0,1,1,0.2,1
TXN_0651682,186,2023-06-20 16:21:00,22.1,5812,US,US,16,1,0,10000,50.579603863099535,0,normal,3.139832617527748,0.436935006902814,0.002209999999779,0,2,0,0.1,1
TXN_0520782,205,2023-05-02 16:01:00,192.15,5944,AT,AT,16,1,1,1000,45.77171464169731,0,normal,5.26346708911229,4.198007378708663,0.19214999980785,0,2,0,0.7,1
TXN_0221083,475,2023-02-08 17:16:00,36.15,5944,CH,CH,17,2,1,20000,36.510790670901,0,normal,3.614963771163768,0.990118218357107,0.0018074999999096,0,2,0,0.7,1
TXN_0470528,311,2023-02-24 17:59:00,7.48,5734,DE,DE,17,4,1,1000,13.939988733363467,0,normal,2.137710449803812,0.5365857610423943,0.00747999999252,0,2,0,0.5,1
TXN_0399475,210,2023-07-23 13:14:00,31.21,7922,FR,FR,13,6,1,5000,34.31149557560758,0,normal,3.472276963343107,0.9096076567580424,0.0062419999987515,0,2,1,0.2,1
TXN_0401468,452,2023-04-08 08:37:00,16.15,5999,AT,AT,8,5,0,20000,14.359391712657713,0,normal,2.8419981736119486,1.1246993743519444,0.0008074999999596,0,1,1,0.4,1
TXN_0571751,89,2023-12-12 09:04:00,35.54,5411,US,US,9,1,1,2000,66.59660333511776,0,normal,3.5984075509498608,0.5336608428435896,0.0177699999911149,0,1,0,0.1,1
TXN_0281697,201,2023-08-20 09:42:00,46.42,5999,GB,GB,9,6,0,5000,32.739279397025015,0,normal,3.859044080637259,1.4178686714268205,0.0092839999981432,0,1,1,0.4,1
TXN_0714975,12,2023-07-25 17:04:00,39.58,5812,DE,DE,17,1,1,10000,39.55385342706904,0,normal,3.7032753343976688,1.0006610120128536,0.0039579999996042,0,2,0,0.1,1
TXN_0638517,294,2023-02-25 11:07:00,12.96,5411,NL,NL,11,5,1,2000,10.514222922469855,0,normal,2.6361960973342264,1.2326159396608722,0.00647999999676,0,1,1,0.1,1
TXN_0733329,334,2023-12-11 20:55:00,22.42,6011,DE,DE,20,0,1,10000,55.28300875667957,0,normal,3.1535903581695712,0.405549554893601,0.0022419999997758,0,3,0,0.6,1
TXN_0177244,409,2023-07-12 13:10:00,52.16,5734,AT,AT,13,2,1,2000,57.79863109097547,0,normal,3.9733062338450447,0.9024435027787472,0.0260799999869599,0,2,0,0.5,1
TXN_0203690,210,2023-03-22 14:36:00,48.75,5812,FR,FR,14,2,0,5000,34.31149557560758,0,normal,3.907010463604602,1.420806576961056,0.0097499999980499,0,2,0,0.1,1
TXN_0657987,41,2023-05-26 13:23:00,12.76,5411,DE,DE,13,4,1,1000,31.03466596611636,0,normal,2.6217658325051976,0.4111531151254616,0.0127599999872399,0,2,0,0.1,1
TXN_0515609,210,2023-08-03 07:14:00,48.07,7922,FR,FR,7,3,1,5000,34.31149557560758,0,normal,3.893247850101812,1.4009881467593428,0.0096139999980771,0,1,0,0.2,1
TXN_0676962,495,2023-10-19 12:34:00,6.2,5912,DE,DE,12,3,1,1000,26.480291712996724,0,normal,1.9740810260220096,0.2341363846388674,0.0061999999938,0,2,0,0.1,1
TXN_0220427,175,2023-12-06 11:42:00,102.32,5999,US,US,11,2,1,1000,92.24357283627242,0,normal,4.6378309682276395,1.109237161405007,0.10231999989768,0,1,0,0.4,1
TXN_0306514,495,2023-03-11 14:45:00,18.24,5912,DE,DE,14,5,1,1000,26.480291712996724,0,normal,2.9569914452375605,0.6888141380343454,0.01823999998176,0,2,1,0.1,1
TXN_0803160,320,2023-06-11 08:34:00,7.04,6011,AT,AT,8,6,1,5000,10.67428933842744,0,normal,2.084429083190875,0.6595286222125704,0.0014079999997184,0,1,1,0.6,1
TXN_0471674,217,2023-07-29 06:17:00,10.14,5912,DE,DE,6,5,1,2000,16.385974045956125,0,normal,2.410542234499138,0.6188218871053657,0.005069999997465,0,1,1,0.1,1
TXN_0740907,255,2023-08-02 15:25:00,25.34,6011,DE,DE,15,2,1,5000,36.15763242595991,0,normal,3.271088696315135,0.7008202030669068,0.0050679999989864,0,2,0,0.6,1
TXN_0779021,355,2023-01-05 18:04:00,26.11,4722,CH,CH,18,3,1,2000,23.646436223134906,0,normal,3.299902663510574,1.104183254061412,0.0130549999934724,0,3,0,0.3,1
TXN_0032620,466,2023-03-21 02:00:00,9.82,5912,RU,FR,2,1,1,20000,10.511900814814318,1,geographic,2.3813962734183356,0.9341791973514034,0.0004909999999754,1,0,0,0.1,1
TXN_0027679,36,2023-02-20 06:00:00,7.85,5411,UA,AT,6,0,1,20000,22.570880673626228,1,geographic,2.180417459019838,0.3477932370348039,0.0003924999999803,1,1,0,0.1,1
TXN_0919764,315,2023-01-06 08:41:00,163.55,5541,NL,NL,8,4,1,2000,108.19718085322802,0,normal,5.103214475389349,1.5115920507232743,0.0817749999591125,0,1,0,0.2,1
TXN_0837960,305,2023-09-30 10:42:00,9.4,7922,NL,NL,10,5,1,10000,17.679229659223605,0,normal,2.341805806147327,0.5316973448217236,0.000939999999906,0,1,1,0.2,1
TXN_0995104,76,2023-05-03 21:09:00,14.44,5912,US,US,21,2,0,10000,17.436012047305468,0,normal,2.73696154459663,0.8281709792727835,0.0014439999998555,0,3,0,0.1,1
TXN_0248047,113,2023-12-19 10:15:00,66.53,5999,DE,DE,10,1,1,20000,64.18352765739883,0,normal,4.212571943586751,1.0365587774883218,0.0033264999998336,0,1,0,0.4,1
TXN_0536595,473,2023-06-30 13:58:00,28.49,5734,GB,GB,13,4,1,5000,29.9906245256592,0,normal,3.3840512228271846,0.9499635136194372,0.0056979999988603,0,2,0,0.5,1
TXN_0627236,277,2023-12-01 07:27:00,3.63,7922,DE,DE,7,4,1,20000,7.336729775056475,0,normal,1.5325568680981427,0.4947707788789698,0.0001814999999909,0,1,0,0.2,1
TXN_0509041,297,2023-02-12 09:39:00,39.2,6011,DE,DE,9,6,1,2000,34.06296901503437,0,normal,3.693866995624976,1.1508098085016751,0.0195999999902,0,1,1,0.6,1
TXN_0119821,100,2023-08-10 17:14:00,89.3,5812,DE,DE,17,3,1,1000,65.57524285372334,0,normal,4.5031374604229395,1.36179440215577,0.0892999999106999,0,2,0,0.1,1
TXN_0040548,315,2023-09-13 04:24:00,80.61,5541,NL,NL,4,2,0,2000,108.19718085322802,0,normal,4.401951803481151,0.7450286469507988,0.0403049999798474,0,0,0,0.2,1
TXN_0021722,1,2023-10-21 04:18:00,1.46,5999,GB,GB,4,5,1,20000,29.64781883704389,1,velocity,0.9001613499442714,0.0492447676768388,7.299999999634999e-05,0,0,1,0.4,1
TXN_0037253,194,2023-06-14 11:24:00,174.02,6011,FR,FR,11,2,0,1000,114.69630632216968,0,normal,5.164900253107685,1.51722408561242,0.17401999982598,0,1,0,0.6,1
TXN_0368889,374,2023-07-21 17:44:00,44.24,5912,GB,GB,17,4,0,10000,75.94671343849787,0,normal,3.81198165124792,0.5825136785321482,0.0044239999995576,0,2,0,0.1,1
TXN_0554017,299,2023-09-13 21:05:00,238.57,5541,GB,GB,21,2,0,20000,86.80880512560259,0,normal,5.478845649720898,2.748223488465168,0.0119284999994035,0,3,0,0.2,1
TXN_0110173,0,2023-09-15 05:36:00,25.32,5411,DE,DE,5,4,0,5000,49.272756529290426,0,normal,3.2703291064571163,0.5138742231941942,0.0050639999989872,0,0,0,0.1,1
TXN_0664086,80,2023-11-13 16:11:00,12.34,6011,US,US,16,0,0,20000,14.9928128043082,0,normal,2.590767040487478,0.8230609784838446,0.0006169999999691,0,2,0,0.6,1
TXN_0473736,382,2023-05-20 13:28:00,87.63,5999,DE,DE,13,5,1,10000,58.81981798035041,0,normal,4.484470400750307,1.489803972862855,0.0087629999991237,0,2,1,0.4,1
TXN_0173929,66,2023-08-27 06:22:00,13.81,5812,DE,DE,6,6,0,2000,19.4882038020863,0,normal,2.6953026282797072,0.708633767976493,0.0069049999965475,0,1,1,0.1,1
TXN_0734162,435,2023-04-30 17:46:00,14.18,5944,GB,GB,17,6,0,10000,15.6062110671325,0,normal,2.719978771967484,0.9086125408909328,0.0014179999998582,0,2,1,0.7,1
TXN_0313130,194,2023-03-21 08:31:00,72.76,6011,FR,FR,8,1,1,1000,114.69630632216968,0,normal,4.300816579248338,0.6343709025925737,0.07275999992724,0,1,0,0.6,1
TXN_0420804,9,2023-08-20 10:16:00,3.83,5999,CH,CH,10,6,1,1000,7.166201979358323,0,normal,1.574846467664481,0.5344531840686079,0.00382999999617,0,1,1,0.4,1
TXN_0525640,153,2023-04-28 04:37:00,55.58,5541,CH,CH,4,4,1,1000,66.19494862915697,0,normal,4.035655565873421,0.8396410951496307,0.05557999994442,0,0,0,0.2,1
TXN_0891055,8,2023-03-16 10:06:00,50.37,5812,AT,AT,10,3,0,10000,40.18805520439501,0,normal,3.939054344479176,1.2533574588385163,0.0050369999994962,0,1,0,0.1,1
TXN_0926833,110,2023-05-28 08:04:00,11.5,5541,DE,DE,8,6,1,20000,11.532208634418586,0,normal,2.5257286443082556,0.9972069850063726,0.0005749999999712,0,1,1,0.2,1
TXN_0770032,84,2023-11-25 07:42:00,13.49,5999,DE,DE,7,5,1,10000,9.578004341006087,0,normal,2.673458756332591,1.4084352137752087,0.0013489999998651,0,1,1,0.4,1
TXN_0647373,137,2023-01-17 09:31:00,88.71,5999,GB,GB,9,1,1,5000,73.0074936342015,0,normal,4.496582245571192,1.215080731703981,0.0177419999964515,0,1,0,0.4,1
TXN_0976373,325,2023-03-20 13:38:00,20.44,6011,DE,DE,13,0,1,5000,20.0695884284939,0,normal,3.065258336202602,1.018456310370765,0.0040879999991824,0,2,0,0.6,1
TXN_0971044,323,2023-06-07 05:09:00,21.55,5812,NL,NL,5,2,0,20000,28.34920222065108,0,normal,3.1157350659486873,0.7601624579099925,0.0010774999999461,0,0,0,0.1,1
TXN_0425467,277,2023-10-21 08:17:00,6.53,7922,DE,DE,8,5,0,20000,7.336729775056475,0,normal,2.018895041811802,0.8900422000219484,0.0003264999999836,0,1,1,0.2,1
TXN_0570904,453,2023-09-14 06:48:00,36.01,5411,DE,DE,6,3,1,20000,27.7180610473855,0,normal,3.6111881463980646,1.2991528750617192,0.0018004999999099,0,1,0,0.1,1
TXN_0104305,80,2023-03-02 21:04:00,10.19,5812,US,US,21,3,1,20000,14.9928128043082,0,normal,2.4150205223238337,0.6796589441450872,0.0005094999999745,0,3,0,0.1,1
TXN_0881535,132,2023-05-14 05:57:00,55.17,6011,FR,FR,5,6,1,20000,42.24809634633799,0,normal,4.028382806544341,1.305857623545314,0.002758499999862,0,0,1,0.6,1
TXN_0801006,58,2023-02-01 09:17:00,11.42,4722,CH,CH,9,2,1,1000,25.480153458186344,0,normal,2.519308076505333,0.4481919455684832,0.01141999998858,0,1,0,0.3,1
TXN_0043391,435,2023-08-27 16:39:00,14.47,5734,GB,GB,16,6,1,10000,15.6062110671325,0,normal,2.738902664584975,0.9271948848160648,0.0014469999998553,0,2,1,0.5,1
TXN_0956525,83,2023-02-06 09:59:00,35.72,5944,AT,AT,9,0,1,2000,66.61112012872105,0,normal,3.6033215657522897,0.5362467917477886,0.01785999999107,0,1,0,0.7,1
TXN_0994362,407,2023-02-10 13:46:00,17.81,5541,CH,CH,13,4,0,20000,9.739488077176697,0,normal,2.934388643312939,1.82863801775142,0.0008904999999554,0,2,0,0.2,1
TXN_0077110,285,2023-03-12 16:05:00,193.51,5734,FR,FR,16,6,1,10000,168.29426436147165,0,normal,5.2704835756186,1.14983121726916,0.0193509999980649,0,2,1,0.5,1
TXN_0311669,485,2023-10-18 19:59:00,12.65,5411,DE,DE,19,2,0,20000,9.429284548922489,0,normal,2.613739521630969,1.341565056479338,0.0006324999999683,0,3,0,0.1,1
TXN_0954304,35,2023-07-15 14:32:00,26.91,5912,DE,DE,14,5,0,10000,25.858260352238908,0,normal,3.328985047548231,1.0406732159380092,0.0026909999997309,0,2,1,0.1,1
TXN_0179372,88,2023-08-01 10:47:00,69.48,5944,DE,DE,10,1,0,2000,84.38301333666921,0,normal,4.255328981627924,0.8233884573356253,0.03473999998263,0,1,0,0.7,1
TXN_0159209,244,2023-03-01 18:16:00,42.08,5411,DE,DE,18,2,0,10000,70.83399710516063,0,normal,3.763058852288187,0.5940650129268116,0.0042079999995791,0,3,0,0.1,1
TXN_0333051,187,2023-12-14 14:42:00,25.06,5734,DE,DE,14,3,1,1000,28.58512877862072,0,normal,3.260401571696699,0.8766795950929275,0.02505999997494,0,2,0,0.5,1
TXN_0109320,161,2023-09-05 13:57:00,55.07,5912,US,US,13,1,1,20000,18.80014208471546,0,normal,4.026600910135581,2.929233025081175,0.0027534999998623,0,2,0,0.1,1
TXN_0182243,460,2023-05-09 14:02:00,110.0,5944,DE,DE,14,1,0,1000,121.07700596825796,0,normal,4.709530201312334,0.9085127123173604,0.10999999989,0,2,0,0.7,1
TXN_0926948,193,2023-03-09 13:29:00,17.21,5411,DE,DE,13,3,1,10000,12.472720713086016,0,normal,2.901970893739517,1.3798111106691149,0.0017209999998279,0,2,0,0.1,1
TXN_0030280,115,2023-01-23 05:00:00,40.5,5812,NG,US,5,0,1,20000,35.69506143711371,1,geographic,3.725693427236653,1.134610706210459,0.0020249999998987,1,0,0,0.1,1
TXN_0310728,432,2023-09-17 09:16:00,20.35,5812,DE,DE,9,6,0,2000,37.13546199483219,0,normal,3.0610517396746335,0.5479937062540982,0.0101749999949125,0,1,1,0.1,1
TXN_0447911,260,2023-08-17 10:47:00,57.24,7922,AT,AT,10,3,1,1000,25.77953689006917,0,normal,4.06457240388843,2.220365634329313,0.05723999994276,0,1,0,0.2,1
TXN_0028443,312,2023-04-07 04:00:00,60.06,5999,UA,DE,4,4,1,10000,39.4320203714361,1,geographic,4.111856987306732,1.5231275981075234,0.0060059999993994,1,0,0,0.4,1
TXN_0599499,402,2023-05-23 21:35:00,11.41,4722,US,US,21,1,1,5000,9.53910837452652,0,normal,2.518502599216516,1.196128438412663,0.0022819999995436,0,3,0,0.3,1
TXN_0219590,18,2023-01-10 07:55:00,3.5,6011,CH,CH,7,1,1,2000,6.544495452662362,0,normal,1.5040773967762742,0.5348005037998251,0.0017499999991249,0,1,0,0.6,1
TXN_0076368,266,2023-10-23 11:35:00,48.0,5912,DE,DE,11,0,1,10000,70.08144153407626,0,normal,3.8918202981106265,0.6849174084374844,0.00479999999952,0,1,0,0.1,1
TXN_0302639,280,2023-03-16 13:36:00,100.01,5944,AT,AT,13,3,1,2000,36.68738103211239,0,normal,4.615219521841093,2.726005358258091,0.0500049999749975,0,2,0,0.7,1
TXN_0833908,135,2023-03-10 11:25:00,544.97,5812,DE,DE,11,4,1,10000,722.115567969836,0,normal,6.3025640291804255,0.7546852933491652,0.0544969999945503,0,1,0,0.1,1
TXN_0371813,30,2023-08-15 18:26:00,59.89,5999,DE,DE,18,1,1,1000,43.59291476042799,0,normal,4.109068957620483,1.3738470794001327,0.05988999994011,0,3,0,0.4,1
TXN_0330419,421,2023-12-25 09:07:00,357.22,6011,DE,DE,9,0,1,10000,310.07870943912735,0,normal,5.881147322797113,1.1520300748610317,0.0357219999964278,0,1,0,0.6,1
TXN_0086251,63,2023-05-27 13:34:00,32.51,7922,DE,DE,13,5,1,1000,43.65921430123888,0,normal,3.511843901749219,0.7446308820643759,0.0325099999674899,0,2,1,0.2,1
TXN_0086887,289,2023-07-17 23:44:00,28.85,6011,GB,GB,23,0,1,2000,33.51695751593075,0,normal,3.396184839838611,0.8607582930380595,0.0144249999927875,0,3,0,0.6,1
TXN_0873866,216,2023-09-18 09:58:00,118.78,6011,AT,AT,9,0,0,2000,108.05082214532126,0,normal,4.785656726836316,1.099297502252701,0.0593899999703049,0,1,0,0.6,1
TXN_0590325,188,2023-04-07 18:54:00,17.13,5541,US,US,18,4,1,2000,20.010143384014988,0,normal,2.8975680247667595,0.856065786995731,0.0085649999957174,0,3,0,0.2,1
TXN_0279731,407,2023-05-01 16:32:00,12.18,5999,CH,CH,16,0,1,20000,9.739488077176697,0,normal,2.578700529074361,1.250578947569472,0.0006089999999695,0,2,0,0.4,1
TXN_0942847,74,2023-01-24 11:03:00,60.6,6011,DE,DE,11,1,1,5000,82.62053452366665,0,normal,4.120661870539474,0.7334738224087296,0.012119999997576,0,1,0,0.6,1
TXN_0771807,333,2023-10-13 07:02:00,68.34,4722,NL,NL,7,4,1,5000,52.27294508713015,0,normal,4.239021940256878,1.307368440380016,0.0136679999972664,0,1,0,0.3,1
TXN_0126173,135,2023-12-17 13:56:00,1142.38,5912,DE,DE,13,6,0,10000,722.115567969836,0,normal,7.041744066985443,1.581990541527459,0.1142379999885762,0,2,1,0.1,1
TXN_0015811,227,2023-05-29 19:39:00,15.83,5912,DE,DE,19,0,1,2000,16.856120311328077,0,normal,2.8231630082027146,0.9391247077322304,0.0079149999960425,0,3,0,0.1,1
TXN_0841899,85,2023-07-30 13:47:00,53.99,5944,DE,DE,13,6,0,1000,34.982585476243145,0,normal,4.007151350519723,1.5433392850086969,0.05398999994601,0,2,1,0.7,1
TXN_0707062,86,2023-05-09 12:29:00,19.55,5541,AT,AT,12,1,0,2000,15.870477346223325,0,normal,3.022860940942244,1.2318469282088331,0.0097749999951125,0,2,0,0.2,1
TXN_0269110,440,2023-11-01 08:46:00,15.23,7922,DE,DE,8,2,0,2000,21.798073265765627,0,normal,2.7868613815265,0.6986855726021203,0.0076149999961925,0,1,0,0.2,1
TXN_0080055,178,2023-10-29 14:11:00,57.86,6011,AT,AT,14,6,1,2000,47.061803787121235,0,normal,4.075161742805327,1.2294471124030024,0.028929999985535,0,2,1,0.6,1
TXN_0372626,407,2023-08-09 11:53:00,11.14,5411,CH,CH,11,2,1,20000,9.739488077176697,0,normal,2.4965057856313524,1.1437971655109949,0.0005569999999721,0,1,0,0.1,1
TXN_0355385,440,2023-05-14 08:31:00,17.28,5999,DE,DE,8,6,1,2000,21.798073265765627,0,normal,2.905807566026004,0.7927305774500748,0.00863999999568,0,1,1,0.4,1
TXN_0187286,466,2023-02-08 07:38:00,7.45,6011,FR,FR,7,2,1,20000,10.511900814814318,0,normal,2.134166441369082,0.7087204704957185,0.0003724999999813,0,1,0,0.6,1
TXN_0773327,468,2023-08-10 15:32:00,18.67,5411,DE,DE,15,3,1,1000,15.822190284618229,0,normal,2.979094632400968,1.1799882623180211,0.01866999998133,0,2,0,0.1,1
